Type name;Member type;Member name;Signature;Inherited;Documentation
SourceLuminaire.SourceLuminaireYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLuminaire.SourceLuminaireYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLuminaire.SourceLuminaireYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLuminaire.SourceLuminaireYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLuminaire.SourceLuminaireYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceRayFile.SourceRayFileExitGeometry;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceRayFile.SourceRayFileExitGeometry;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceRayFile.SourceRayFileExitGeometry;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceRayFile.SourceRayFileExitGeometry;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceRayFile.SourceRayFileExitGeometry;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceRayFile.SourceRayFileExitGeometry;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceRayFile.SourceRayFileExitGeometry;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceRayFile.SourceRayFileExitGeometry;Property;Count;int Count;;Links attribute: Get the links count
SourceRayFile.SourceRayFileOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceRayFile.SourceRayFileOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceRayFile.SourceRayFileOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceRayFile.SourceRayFileOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceRayFile.SourceRayFileOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceRayFile.SourceRayFileXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceRayFile.SourceRayFileXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceRayFile.SourceRayFileXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceRayFile.SourceRayFileXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceRayFile.SourceRayFileXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceRayFile.SourceRayFileYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceRayFile.SourceRayFileYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceRayFile.SourceRayFileYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceRayFile.SourceRayFileYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceRayFile.SourceRayFileYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceEmissiveFaces;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Children attribute: Set from an array of script objects
SourceSurface.SourceSurfaceEmissiveFaces;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Children attribute: Set from an array of document objects
SourceSurface.SourceSurfaceEmissiveFaces;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Children attribute: Set from an array of objects (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceEmissiveFaces;Method;GetEnumerator;public IEnumerator<App.Automation.SIM.OrientedFace> GetEnumerator();;Children attribute: Get children enumeration
SourceSurface.SourceSurfaceEmissiveFaces;Method;Add;public void Add(App.Automation.SIM.OrientedFace childObject);;Children attribute: Add an object to the children list
SourceSurface.SourceSurfaceEmissiveFaces;Method;Delete;public bool Delete(int index);;Children attribute: Delete a child object by index
SourceSurface.SourceSurfaceEmissiveFaces;Method;Clear;public void Clear();;Children attribute: Empty the list
SourceSurface.SourceSurfaceEmissiveFaces;Method;SelectAll;public void SelectAll();;Children attribute: Create children for all objects that are compatible with link selection.
SourceSurface.SourceSurfaceEmissiveFaces;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Children attribute: Get linked objects
SourceSurface.SourceSurfaceEmissiveFaces;Property;Count;int Count;;Children attribute: Get children count
SourceSurface.SourceSurfaceEmissiveFaces;Property;List;IReadOnlyCollection<App.Automation.SIM.OrientedFace> List;;Children attribute: Get children collection
SourceSurface.SourceSurfaceEmissiveFaces;Property;Item;App.Automation.SIM.OrientedFace Item;;Children attribute: Get child by index
SourceSurface.SourceSurfaceExitanceOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceSurface.SourceSurfaceExitanceOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceSurface.SourceSurfaceExitanceOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceExitanceOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceSurface.SourceSurfaceExitanceOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceExitanceXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceSurface.SourceSurfaceExitanceXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceSurface.SourceSurfaceExitanceXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceExitanceXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceSurface.SourceSurfaceExitanceXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceExitanceYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceSurface.SourceSurfaceExitanceYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceSurface.SourceSurfaceExitanceYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceExitanceYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceSurface.SourceSurfaceExitanceYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceIntensityXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceSurface.SourceSurfaceIntensityXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceSurface.SourceSurfaceIntensityXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceIntensityXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceSurface.SourceSurfaceIntensityXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceIntensityYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceSurface.SourceSurfaceIntensityYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceSurface.SourceSurfaceIntensityYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceIntensityYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceSurface.SourceSurfaceIntensityYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceSurface.SourceSurfaceExitGeometry;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceSurface.SourceSurfaceExitGeometry;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceSurface.SourceSurfaceExitGeometry;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceSurface.SourceSurfaceExitGeometry;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceSurface.SourceSurfaceExitGeometry;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceSurface.SourceSurfaceExitGeometry;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceSurface.SourceSurfaceExitGeometry;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceSurface.SourceSurfaceExitGeometry;Property;Count;int Count;;Links attribute: Get the links count
SourceThermic.SourceThermicEmissiveFaces;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Children attribute: Set from an array of script objects
SourceThermic.SourceThermicEmissiveFaces;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Children attribute: Set from an array of document objects
SourceThermic.SourceThermicEmissiveFaces;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Children attribute: Set from an array of objects (IDocObject type from unspecified version)
SourceThermic.SourceThermicEmissiveFaces;Method;GetEnumerator;public IEnumerator<App.Automation.SIM.OrientedFace> GetEnumerator();;Children attribute: Get children enumeration
SourceThermic.SourceThermicEmissiveFaces;Method;Add;public void Add(App.Automation.SIM.OrientedFace childObject);;Children attribute: Add an object to the children list
SourceThermic.SourceThermicEmissiveFaces;Method;Delete;public bool Delete(int index);;Children attribute: Delete a child object by index
SourceThermic.SourceThermicEmissiveFaces;Method;Clear;public void Clear();;Children attribute: Empty the list
SourceThermic.SourceThermicEmissiveFaces;Method;SelectAll;public void SelectAll();;Children attribute: Create children for all objects that are compatible with link selection.
SourceThermic.SourceThermicEmissiveFaces;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Children attribute: Get linked objects
SourceThermic.SourceThermicEmissiveFaces;Property;Count;int Count;;Children attribute: Get children count
SourceThermic.SourceThermicEmissiveFaces;Property;List;IReadOnlyCollection<App.Automation.SIM.OrientedFace> List;;Children attribute: Get children collection
SourceThermic.SourceThermicEmissiveFaces;Property;Item;App.Automation.SIM.OrientedFace Item;;Children attribute: Get child by index
SourceThermic.SourceThermicOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceThermic.SourceThermicOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceThermic.SourceThermicOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
